4.186171937;1.733739152;4.530991827;22026.46579;103
4.11876399;3.387400646;5.33279476;22026.46579;103
3.177997389;3.176629007;4.493399521;6.030885727;639
3.177450294;3.177176056;4.493399388;6.726900301;801
3.178518065;3.176108206;4.493399652;6.03088595;628
3.190378477;3.164183655;4.493392152;6.030932068;612
4.754210858;1.003115059;4.858884718;22026.46579;103
4.968846257;3.46992603;6.060513161;22026.46579;103
3.177155192;3.17747126;4.493399462;6.030885626;672
3.176945207;3.177681447;4.49339963;6.030885613;729
3.176997489;3.177629472;4.493399838;6.726900119;955
4.89502209;1.931085362;5.262160387;22026.46579;103
3.178140324;3.176486277;4.493399714;6.030885735;599
2.52984796;4.932923544;5.543813254;22026.46579;103
2.867051595;4.439761613;5.285022992;22026.46579;103
3.721230155;2.801997014;4.658190758;22026.46579;103
1.053059832;4.768807017;4.883692801;22026.46579;103
3.177803031;3.176823829;4.493399798;6.030885598;651
3.176921287;3.177705515;4.493399738;6.030885591;838
3.177748151;3.17687843;4.49339959;6.030885637;624
3.439986627;4.332779653;5.532313035;22026.46579;103
3.177697694;3.176929479;4.493399999;6.030885524;772
3.177591666;3.17703433;4.493399151;6.726900449;839
3.176432564;3.178194312;4.493399929;6.030885705;679
3.251573167;3.1012061;4.49335146;6.032371007;512
4.369139092;2.799016516;5.188821626;22026.46579;103
2.580600927;4.706635449;5.367673462;22026.46579;103
3.909087984;2.306163086;4.538651457;22026.46579;103
3.281775904;3.083337064;4.503001281;22026.46579;103
4.844688115;4.378135402;6.52986007;22026.46579;103
3.989280444;3.158768518;5.088435615;22026.46579;103
3.347004674;4.861021243;5.901861386;22026.46579;103
3.177056234;3.177570429;4.49339962;6.72690021;931
3.177316758;3.177309906;4.493399606;6.726900182;984
3.176938238;3.177688614;4.49339977;6.030885579;679
3.177393391;3.177232949;4.493399378;6.030885642;651
3.177082677;3.177543401;4.493399204;6.72690041;1000
3.845367796;4.160702142;5.665535791;22026.46579;103
3.423839922;4.705203512;5.819073801;22026.46579;103
3.604308122;4.659838702;5.891106328;22026.46579;103
4.400154301;2.797802698;5.214312784;22026.46579;103
3.182051342;3.172565284;4.493397514;6.030891956;590
3.675365028;3.663689409;5.189501727;22026.46579;103
3.189887117;3.164688779;4.493399035;6.030927024;609
3.177551732;3.177075038;4.493399694;6.030885577;670
4.886848373;4.395655277;6.572904407;22026.46579;103
3.177651151;3.176975819;4.493399848;6.030885553;590
3.176975391;3.177651109;4.493399515;6.030885636;736
3.192356559;3.162189141;4.49339299;6.030946424;535
3.176733897;3.17789279;4.493399697;6.030885648;763
4.583054393;2.901480899;5.424295251;22026.46579;103
3.253102299;3.782064322;4.988655641;22026.46579;103
3.17984832;3.174776789;4.493399937;6.030887174;593
3.176889426;3.177737388;4.493399752;6.030885594;609
4.771414291;3.395461863;5.85624074;22026.46579;103
3.779139744;4.521871354;5.89315007;22026.46579;103
3.176876657;3.177750384;4.493399915;6.030885556;587
3.177072872;3.177554235;4.493399932;6.030885517;696
3.177633678;3.176993108;4.493399715;6.030885583;744
4.533121047;2.297380089;5.082041096;22026.46579;103
3.17794046;3.176686297;4.493399759;6.030885648;684
4.62731379;2.088528991;5.076808669;22026.46579;103
3.177248624;3.177378429;4.493399882;6.030885516;728
3.177041349;3.17758529;4.493399605;6.030885603;647
3.177457826;3.177166872;4.49339822;6.030885934;798
2.939319906;3.769744128;4.780227223;22026.46579;103
3.177044081;3.177582589;4.493399626;6.030885597;642
3.189491804;3.165087133;4.493398995;6.030924473;477
3.185499238;3.169106139;4.493399505;6.726935189;825
3.177281483;3.177345502;4.493399833;6.72690007;977
3.177278893;3.177348182;4.493399897;8.118929092;1112
3.177047153;3.177578907;4.493399195;6.030885704;812
4.990961961;2.067124063;5.402101738;22026.46579;103
4.90645981;2.644148077;5.57358654;22026.46579;103
3.177627318;3.176999548;4.493399771;8.118929318;1348
3.537405373;3.722821829;5.135429791;22026.46579;103
3.178527603;3.176096539;4.493398152;6.726901675;821
3.211572355;3.370786896;4.65579223;22026.46579;103
3.177528189;3.177097916;4.493399221;6.030885691;684
3.177081358;3.177545492;4.493399749;6.030885562;683
2.881202523;4.933692546;5.71337467;22026.46579;103
2.595297774;4.265727519;4.99319555;22026.46579;103
3.177513591;3.177113239;4.493399733;6.030885563;841
3.032795126;3.78325124;4.8487974;22026.46579;103
4.433435204;2.303835626;4.99629926;22026.46579;103
3.17713872;3.177488478;4.493399991;6.030885496;711
4.238004206;2.394663948;4.867760787;22026.46579;103
1.384706205;4.762093045;4.959328729;22026.46579;103
3.177362959;3.177263216;4.49339926;6.03088567;657
4.350840427;3.702760467;5.713164403;22026.46579;103
3.177571781;3.177055142;4.493399804;6.726900119;950
3.165791898;3.783137599;4.93298778;22026.46579;103
3.177479555;3.177147648;4.493399993;6.726900004;938
4.928673372;3.066543568;5.804783429;22026.46579;103
2.043316708;4.985014796;5.387533358;22026.46579;103
4.861677406;3.233173792;5.838605995;22026.46579;103
4.530545384;1.754828444;4.858524914;22026.46579;103
3.203622304;3.150781603;4.493397443;6.03106776;549
4.386644557;4.42529716;6.231043686;22026.46579;103
2.618032506;4.551080377;5.250373967;22026.46579;103
