1.892128142;1.205446962;2.2434908710.8414709848;103
1.873253917;1.668472181;2.5085612720.8414709848;103
1.499332688;1.111971911;1.8666762020.8414709848;103
1.514358754;1.373753645;2.0446225850.8414709848;103
1.160010832;1.72899509;2.0820780850.8414709848;103
1.063180966;1.808638624;2.0979817540.8414709848;103
2.05117904;1.000872217;2.2823410460.8414709848;103
2.111276952;1.691579288;2.7053522610.8414709848;103
1.685051542;1.007914266;1.9634892070.8414709848;103
1.02582992;1.587747621;1.8903093750.8414709848;103
1.447844295;1.052265548;1.7898368330.8414709848;103
2.090606185;1.260703901;2.4413128740.8414709848;103
1.101479208;1.692592337;2.0194368680.8414709848;103
1.428357429;2.101218592;2.5407330670.8414709848;103
1.522774446;1.963133252;2.4844987780.8414709848;103
1.761944444;1.504559164;2.3169260880.8414709848;103
1.014856753;2.055265965;2.2921719860.8414709848;103
1.630882801;1.431666487;2.1701261810.8414709848;103
1.017882208;1.258601079;1.6186910970.8414709848;103
1.269948525;1.765255147;2.1746022610.8414709848;103
1.683196255;1.933178303;2.5632651020.8414709848;103
1.194168405;1.437987883;1.86918360.8414709848;103
1.204104417;1.846004778;2.2039966170.8414709848;103
1.476174583;1.232894663;1.9233098160.8414709848;103
1.635824367;1.035070887;1.9357926280.8414709848;103
1.943358946;1.503724625;2.4571999790.8414709848;103
1.442568259;2.037857926;2.4967715370.8414709848;103
1.814544636;1.365725664;2.2710743770.8414709848;103
1.638897253;1.583334378;2.2788005530.8414709848;103
2.076512672;1.945877913;2.8457592530.8414709848;103
1.836998524;1.604455185;2.4390243990.8414709848;103
1.657161309;2.081085948;2.6602823770.8414709848;103
1.67987836;1.309119086;2.1297380320.8414709848;103
1.331826327;1.185098974;1.7827565580.8414709848;103
1.017512774;1.474209654;1.7912638970.8414709848;103
1.442267299;1.328706758;1.9610192780.8414709848;103
1.015769402;1.222703492;1.5895884080.8414709848;103
1.796702983;1.8849966;2.604103260.8414709848;103
1.678675178;2.037456983;2.6399207020.8414709848;103
1.729206274;2.024754836;2.6626652980.8414709848;103
1.952043204;1.503384755;2.4638665540.8414709848;103
1.10685933;1.415316446;1.7967354330.8414709848;103
1.749102208;1.745833034;2.4712934910.8414709848;103
1.66225352;1.307688406;2.1149788970.8414709848;103
1.628592634;1.428878099;2.1665656210.8414709848;103
2.088317545;1.950783478;2.8577309780.8414709848;103
1.80833706;1.26430311;2.2064780250.8414709848;103
1.286796521;1.045285623;1.657850210.8414709848;103
1.795942437;1.124197726;2.1187802530.8414709848;103
1.492056888;1.225925511;1.9310947970.8414709848;103
2.00325523;1.532414652;2.5221669610.8414709848;103
1.630868644;1.77897801;2.4133991160.8414709848;103
1.156051228;1.676947463;2.036813010.8414709848;103
1.60462202;1.227428577;2.0202457120.8414709848;103
2.055996002;1.670729322;2.6492368760.8414709848;103
1.778159128;1.986123979;2.6658091350.8414709848;103
1.69927653;1.331109731;2.1585629110.8414709848;103
1.118153569;1.51131872;1.8799871480.8414709848;103
1.244653291;1.466491139;1.923475520.8414709848;103
1.989273893;1.363266425;2.4115774850.8414709848;103
1.136738508;1.399053582;1.8026439920.8414709848;103
2.015647861;1.304788117;2.4011056480.8414709848;103
1.725412938;1.000582822;1.9945465130.8414709848;103
1.394877115;1.34135501;1.9351783970.8414709848;103
1.184414553;1.598180153;1.9892253850.8414709848;103
1.543009574;1.775528356;2.3523136460.8414709848;103
1.301741813;1.273420583;1.8210249120.8414709848;103
1.188485972;1.24501593;1.7212099150.8414709848;103
1.625074243;1.452296514;2.1794566890.8414709848;103
1.072679316;1.284385262;1.6734056350.8414709848;103
1.276501191;1.779860783;2.1902875840.8414709848;103
1.797743059;1.16585736;2.1426860460.8414709848;103
2.117469349;1.298794738;2.4840580140.8414709848;103
2.093808747;1.460361462;2.5527809670.8414709848;103
1.037016824;1.386479798;1.7313954270.8414709848;103
1.710473504;1.762390112;2.4559597950.8414709848;103
1.594646734;1.501517143;2.190308640.8414709848;103
1.619240259;1.663820331;2.3216884180.8414709848;103
1.090555725;1.414012995;1.7857056140.8414709848;103
1.271219129;1.899516526;2.2856423830.8414709848;103
1.526736706;2.101433913;2.5974890690.8414709848;103
1.446683377;1.914403705;2.3995487780.8414709848;103
1.894146537;1.168803649;2.2257342770.8414709848;103
1.569182635;1.779310347;2.3723995140.8414709848;103
1.961361857;1.365073975;2.3896374810.8414709848;103
1.246669974;1.796487479;2.186676310.8414709848;103
1.906641178;1.390505905;2.3598278020.8414709848;103
1.107717738;2.053386053;2.3331165570.8414709848;103
1.445280662;1.579881506;2.1412290320.8414709848;103
1.93823532;1.756772931;2.6159142350.8414709848;103
1.823442059;1.234160212;2.2018384070.8414709848;103
1.606421731;1.779278528;2.397169760.8414709848;103
1.255976021;1.195949516;1.7342926540.8414709848;103
2.100028544;1.578632199;2.6272037430.8414709848;103
1.292128678;2.115804143;2.479157860.8414709848;103
2.081269674;1.625288662;2.640690570.8414709848;103
1.988552707;1.211351964;2.3284577410.8414709848;103
1.312335914;1.784400768;2.2150195610.8414709848;103
1.948260476;1.959083205;2.7629198120.8414709848;103
1.453049102;1.994302505;2.4675076850.8414709848;103
