D³ugoœæ kroku;Lp.;x1(0);x2(0);x1* (HJ);x2* (HJ);y* (HJ);Liczba wywo³añ funkcji celu (HJ);x1* (Rosen);x2* (Rosen);y* (Rosen);Liczba wywo³añ funkcji celu (Rosen)
0.5; 21; 0.219993; 0.66639; 0.774711; -7.26828e-06; 0,619837; 432; 0.774716; 0.774716; 1,23967; 412
0.5; 22; -0.653271; -0.217879; 3.83055e-06; -0.774718; 0,619837; 388; -2.99868e-09; 8.37483e-10; 2,22045e-16; 328
0.5; 23; -0.635528; 0.510723; 7.38194e-07; -4.11101e-06; 5,55505e-10; 362; -9.43665e-10; 1.20751e-10; 0; 344
0.5; 24; -0.149688; -0.584117; 4.75585e-07; 5.03171e-06; 8,13395e-10; 426; 5.60428e-10; -1.06745e-11; 0; 376
0.5; 25; 0.135401; -0.937373; -5.8396e-06; -0.774715; 0,619837; 426; -2.54833e-08; -0.774716; 0,619837; 416
0.5; 26; 0.68457; -0.100492; 0.774718; 2.64299e-06; 0,619837; 396; 0.774719; 4.7255e-08; 0,619837; 268
0.5; 27; -0.2097; 0.853318; -0.774717; 0.77472; 1,23967; 392; 1.33491e-09; 0.774716; 0,619837; 248
0.5; 28; 0.454544; -0.346918; 0.774719; 5.37137e-06; 0,619837; 392; 0.774716; 2.3652e-09; 0,619837; 292
0.5; 29; 0.140888; 0.0416685; 3.55257e-06; -3.22089e-06; 7,32215e-10; 448; 1.34831e-08; 6.38391e-10; 5,77316e-15; 528
0.5; 30; 0.922344; 0.689068; 0.774715; 0.774715; 1,23967; 404; -2.54319e-09; 0.774716; 0,619837; 416
0.5; 31; 0.49464; 0.0793843; 0.774715; -7.22042e-06; 0,619837; 408; 0.774716; 6.19622e-10; 0,619837; 260
0.5; 32; 0.173502; 0.930511; -5.35332e-06; 0.774718; 0,619837; 390; 1.09881e-10; 0.774716; 0,619837; 536
0.5; 33; 0.214068; -0.448002; 0.774722; -3.58534e-06; 0,619837; 372; 0.774715; -1.12961e-07; 0,619837; 452
0.5; 34; -0.407453; -0.669466; 2.45689e-06; 0.774717; 0,619837; 396; 3.18979e-08; 0.774716; 0,619837; 352
0.5; 35; -0.968727; -0.153197; -0.774712; 1.19628e-06; 0,619837; 428; -0.774716; 1.02935e-09; 0,619837; 320
0.5; 36; -0.210237; -0.413024; -0.774721; 1.25505e-06; 0,619837; 682; 1.70564e-09; -6.86295e-11; 0; 420
0.5; 37; -0.97184; -0.602315; -0.774712; -5.01293e-06; 0,619837; 406; -0.774716; 1.15161e-09; 0,619837; 512
0.5; 38; 0.422684; 0.580351; 0.774719; -1.71236e-06; 0,619837; 408; 0.774716; 0.774716; 1,23967; 376
0.5; 39; 0.21192; 0.852602; 0.77471; 0.774721; 1,23967; 314; 0.774716; 0.774716; 1,23967; 316
0.5; 40; 0.302154; 0.829919; 0.774719; 0.774713; 1,23967; 338; 0.774716; 0.774716; 1,23967; 308
0.5; 41; 0.700077; -0.101099; 0.774723; 6.08509e-06; 0,619837; 356; 0.774716; 2.61028e-11; 0,619837; 344
0.5; 42; -0.80918; -0.258363; -0.77471; 0.774718; 1,23967; 404; -0.774716; 3.20058e-09; 0,619837; 532
0.5; 43; 0.337683; 0.331845; 0.774709; 0.774716; 1,23967; 354; 0.774716; 0.774716; 1,23967; 496
0.5; 44; 0.182596; -0.450556; 0.774713; 5.10627e-06; 0,619837; 426; 0.774716; -1.23538e-09; 0,619837; 504
0.5; 45; 0.122487; -0.234146; 4.5462e-06; -0.774719; 0,619837; 432; 3.75076e-09; 9.37608e-10; 4,44089e-16; 360
0.5; 46; 0.943424; 0.697828; 0.774723; 0.774717; 1,23967; 390; 0.774716; 0.774716; 1,23967; 448
0.5; 47; 0.443459; -0.52803; 0.774712; 2.34023e-07; 0,619837; 404; 0.774716; 3.12183e-08; 0,619837; 364
0.5; 48; -0.487863; -0.919133; 5.90727e-06; -4.39841e-06; 1,7272e-09; 458; -6.87879e-09; -0.774716; 0,619837; 396
0.5; 49; 0.421326; -0.778218; 0.774719; -0.774709; 1,23967; 418; 0.774716; -0.774716; 1,23967; 336
0.5; 50; -0.121327; -0.596562; -4.35346e-06; -3.97018e-06; 1,10541e-09; 334; -8.1016e-09; -3.46684e-09; 2,44249e-15; 384
0.5; 51; 0.791527; -0.0492596; 0.774712; -4.17948e-06; 0,619837; 354; 0.774716; 2.27987e-09; 0,619837; 436
0.5; 52; 0.126551; 0.391032; -5.24693e-06; 0.774714; 0,619837; 394; -1.98608e-09; 0.774716; 0,619837; 380
0.5; 53; -0.721337; 0.208835; -0.774712; 0.774722; 1,23967; 408; -0.774716; 0.774716; 1,23967; 336
0.5; 54; 0.0796822; -0.593878; 7.81571e-07; -5.47024e-06; 9,7229e-10; 352; -1.13149e-09; 9.17565e-10; 0; 452
0.5; 55; 0.885707; 0.197731; 0.774715; 0.774712; 1,23967; 386; 0.774716; 0.774716; 1,23967; 472
0.5; 56; 0.38957; 0.760936; 0.774717; 0.774714; 1,23967; 332; 0.774716; 0.774716; 1,23967; 372
0.5; 57; 0.248708; -0.408733; 0.774709; 4.55873e-06; 0,619837; 428; 0.774716; 1.11644e-11; 0,619837; 480
0.5; 58; -0.789011; -0.0869309; -0.774714; -1.53674e-06; 0,619837; 394; -0.774716; -2.83383e-09; 0,619837; 588
0.5; 59; -0.563119; -0.16698; 6.4875e-06; -3.17991e-06; 1,66216e-09; 428; -1.27012e-09; -4.00782e-10; 0; 316
0.5; 60; 0.766561; -0.35131; 0.774709; -6.85475e-06; 0,619837; 374; 0.774716; -2.72167e-09; 0,619837; 504
0.5; 61; -0.755824; -0.287404; -0.774714; 0.774714; 1,23967; 384; -0.774716; -3.65705e-10; 0,619837; 600
0.5; 62; 0.813657; -0.455736; 0.774716; -1.25165e-06; 0,619837; 414; 0.774716; 1.01327e-08; 0,619837; 324
0.5; 63; 0.29538; -0.998959; 0.77472; 3.15552e-06; 0,619837; 380; 0.774716; 3.54242e-09; 0,619837; 496
0.5; 64; -0.294862; -0.390437; 0.774718; 4.41208e-06; 0,619837; 322; 9.0776e-10; -1.20868e-09; 0; 232
0.5; 65; -0.670688; 0.0681788; 0.774716; 2.57534e-06; 0,619837; 380; 0.774716; 1.26801e-09; 0,619837; 312
0.5; 66; -0.03034; 0.384872; -5.57424e-06; 0.774719; 0,619837; 336; 9.58789e-09; 0.774716; 0,619837; 368
0.5; 67; -0.461175; -0.511749; 6.30744e-06; 3.08891e-07; 1,26985e-09; 316; 6.25626e-10; 2.37029e-10; 0; 496
0.5; 68; -0.663418; -0.562472; 3.72294e-06; -2.07158e-06; 5,77995e-10; 388; 0.774716; -1.26617e-09; 0,619837; 560
0.5; 69; 0.116204; -0.192328; -6.93299e-06; -0.77471; 0,619837; 414; -2.44309e-10; -1.22785e-09; 0; 380
0.5; 70; -0.870216; -0.492169; -0.774711; 3.06683e-06; 0,619837; 356; -0.774716; -1.87427e-09; 0,619837; 296
0.5; 71; -0.506248; 0.392609; -7.02778e-06; 0.774719; 0,619837; 350; 3.45083e-09; 0.774716; 0,619837; 480
0.5; 72; 0.424541; -0.703826; 0.774715; -0.774718; 1,23967; 426; 0.774716; -0.774716; 1,23967; 284
0.5; 73; 0.995481; -0.466438; 0.774717; -7.30435e-06; 0,619837; 352; 0.774716; -3.99668e-10; 0,619837; 324
0.5; 74; 0.95323; -0.177926; 0.774717; 6.77793e-06; 0,619837; 340; 0.774716; 4.66015e-10; 0,619837; 420
0.5; 75; -0.933899; -0.309858; -0.774719; 0.774722; 1,23967; 438; -0.774716; 4.55945e-10; 0,619837; 476
0.5; 76; 0.268703; 0.361411; 0.774715; 0.77471; 1,23967; 372; 0.774716; 0.774716; 1,23967; 332
0.5; 77; 0.0618692; -0.104434; -5.22093e-06; -2.52133e-06; 1,07039e-09; 438; -1.62683e-10; -1.71375e-09; 0; 316
0.5; 78; 0.105786; 0.185393; -3.00725e-06; 0.774718; 0,619837; 428; -2.70858e-09; 0.774716; 0,619837; 404
0.5; 79; -0.838293; -0.260691; -0.77471; 0.774709; 1,23967; 428; -0.774716; -1.02783e-09; 0,619837; 524
0.5; 80; -0.51568; 0.60628; 5.90842e-06; 2.04413e-06; 1,24466e-09; 370; 1.42211e-09; 0.774716; 0,619837; 420
0.5; 81; -0.0593987; 0.966846; 3.72732e-06; 0.774723; 0,619837; 350; 8.04909e-10; 0.774716; 0,619837; 336
0.5; 82; -0.202351; 0.632864; -0.774708; 5.48295e-06; 0,619837; 392; 1.45061e-06; 0.774716; 0,619837; 320
0.5; 83; 0.59669; -0.698565; -4.70174e-06; -0.774722; 0,619837; 354; 0.774716; -0.774716; 1,23967; 368
0.5; 84; 0.0163976; 0.391626; -5.63528e-06; 0.774713; 0,619837; 372; -1.55628e-09; 0.774716; 0,619837; 560
0.5; 85; 0.716718; -0.348082; 0.774716; 1.30925e-06; 0,619837; 392; 0.774716; -3.14313e-09; 0,619837; 360
0.5; 86; -0.559518; 0.422299; 6.63273e-06; 0.774716; 0,619837; 414; 8.70438e-10; 0.774716; 0,619837; 380
0.5; 87; 0.619002; -0.302668; -1.19279e-06; 0.774709; 0,619837; 380; 0.774716; -1.03626e-09; 0,619837; 376
0.5; 88; -0.807647; 0.881047; -0.774718; 0.774723; 1,23967; 378; -0.774716; 0.774716; 1,23967; 360
0.5; 89; -0.204856; 0.0355027; -0.774711; -4.51208e-06; 0,619837; 392; -1.45814e-09; -1.32895e-10; 0; 308
0.5; 90; 0.67542; 0.35138; 5.1744e-06; 0.77472; 0,619837; 370; 0.774716; 0.774716; 1,23967; 432
0.5; 91; 0.470432; -0.581857; 0.774723; 6.63899e-06; 0,619837; 428; 0.774716; 2.27196e-09; 0,619837; 328
0.5; 92; 0.0828959; 0.391569; -5.05199e-06; 0.774717; 0,619837; 432; 2.19961e-09; 0.774716; 0,619837; 468
0.5; 93; -0.5429; -0.65009; -7.50727e-06; -4.70147e-06; 2,49846e-09; 426; -7.39353e-10; -1.09022e-09; 0; 480
0.5; 94; 0.964337; 0.0332718; 0.774716; 7.6236e-06; 0,619837; 330; 0.774716; 1.7988e-09; 0,619837; 424
0.5; 95; -0.478342; 0.992507; 6.13207e-06; 0.774719; 0,619837; 416; 2.77505e-09; 0.774716; 0,619837; 368
0.5; 96; 0.930839; 0.116587; 0.774711; -5.51115e-06; 0,619837; 376; 0.774716; -2.70151e-09; 0,619837; 340
0.5; 97; 0.765273; -0.622586; 0.774718; 3.3335e-06; 0,619837; 392; 0.774716; 1.60181e-09; 0,619837; 584
0.5; 98; -0.442257; 0.400716; 3.44605e-06; 0.774709; 0,619837; 376; -7.17891e-09; 0.774716; 0,619837; 376
0.5; 99; 0.693322; 0.712649; 0.774713; 0.774721; 1,23967; 376; 0.774716; 0.774716; 1,23967; 256
0.5; 100; -0.190984; 0.77554; -0.774709; 0.774716; 1,23967; 438; 1.09526e-10; 0.774716; 0,619837; 296
