0; 0; -1,39417; 100; 0; 
0,01; -0,0139393; -1,39367; 99,9995; -0,0957588; 
0,02; -0,0278729; -1,39302; 99,9981; -0,191515; 
0,03; -0,0417992; -1,39221; 99,9957; -0,287264; 
0,04; -0,0557165; -1,39123; 99,9923; -0,383003; 
0,05; -0,0696233; -1,3901; 99,988; -0,478728; 
0,06; -0,0835179; -1,3888; 99,9828; -0,574436; 
0,07; -0,0973988; -1,38735; 99,9765; -0,670123; 
0,08; -0,111264; -1,38573; 99,9694; -0,765785; 
0,09; -0,125113; -1,38396; 99,9612; -0,861419; 
0,1; -0,138943; -1,38203; 99,9521; -0,957021; 
0,11; -0,152753; -1,37993; 99,9421; -1,05259; 
0,12; -0,166541; -1,37768; 99,9311; -1,14811; 
0,13; -0,180306; -1,37527; 99,9191; -1,2436; 
0,14; -0,194046; -1,3727; 99,9062; -1,33904; 
0,15; -0,20776; -1,36998; 99,8923; -1,43443; 
0,16; -0,221445; -1,36709; 99,8775; -1,52976; 
0,17; -0,235101; -1,36404; 99,8617; -1,62504; 
0,18; -0,248725; -1,36084; 99,845; -1,72026; 
0,19; -0,262317; -1,35748; 99,8273; -1,81541; 
0,2; -0,275875; -1,35396; 99,8087; -1,9105; 
0,21; -0,289396; -1,35028; 99,7891; -2,00551; 
0,22; -0,30288; -1,34645; 99,7686; -2,10045; 
0,23; -0,316324; -1,34246; 99,7471; -2,19531; 
0,24; -0,329728; -1,33831; 99,7247; -2,29009; 
0,25; -0,34309; -1,33401; 99,7013; -2,38479; 
0,26; -0,356408; -1,32955; 99,677; -2,4794; 
0,27; -0,369681; -1,32493; 99,6517; -2,57391; 
0,28; -0,382906; -1,32016; 99,6255; -2,66833; 
0,29; -0,396083; -1,31523; 99,5984; -2,76265; 
0,3; -0,40921; -1,31015; 99,5703; -2,85687; 
0,31; -0,422286; -1,30491; 99,5412; -2,95098; 
0,32; -0,435308; -1,29951; 99,5113; -3,04498; 
0,33; -0,448275; -1,29396; 99,4803; -3,13887; 
0,34; -0,461187; -1,28826; 99,4485; -3,23265; 
0,35; -0,47404; -1,2824; 99,4157; -3,32631; 
0,36; -0,486834; -1,27639; 99,3819; -3,41984; 
0,37; -0,499567; -1,27023; 99,3473; -3,51325; 
0,38; -0,512238; -1,26391; 99,3117; -3,60653; 
0,39; -0,524845; -1,25744; 99,2752; -3,69967; 
0,4; -0,537386; -1,25081; 99,2377; -3,79268; 
0,41; -0,549861; -1,24403; 99,1993; -3,88556; 
0,42; -0,562267; -1,23711; 99,16; -3,97829; 
0,43; -0,574602; -1,23002; 99,1197; -4,07088; 
0,44; -0,586867; -1,22279; 99,0786; -4,16331; 
0,45; -0,599058; -1,21541; 99,0365; -4,2556; 
0,46; -0,611174; -1,20787; 98,9935; -4,34773; 
0,47; -0,623215; -1,20019; 98,9495; -4,43971; 
0,48; -0,635177; -1,19235; 98,9047; -4,53152; 
0,49; -0,647061; -1,18437; 98,8589; -4,62318; 
0,5; -0,658864; -1,17623; 98,8122; -4,71466; 
0,51; -0,670585; -1,16794; 98,7646; -4,80598; 
0,52; -0,682223; -1,15951; 98,7161; -4,89712; 
0,53; -0,693775; -1,15093; 98,6667; -4,98809; 
0,54; -0,705241; -1,1422; 98,6163; -5,07888; 
0,55; -0,716618; -1,13332; 98,5651; -5,16949; 
0,56; -0,727907; -1,12429; 98,5129; -5,25991; 
0,57; -0,739104; -1,11512; 98,4599; -5,35015; 
0,58; -0,750208; -1,1058; 98,4059; -5,4402; 
0,59; -0,761219; -1,09633; 98,3511; -5,53006; 
0,6; -0,772134; -1,08671; 98,2953; -5,61972; 
0,61; -0,782953; -1,07695; 98,2387; -5,70919; 
0,62; -0,793673; -1,06705; 98,1811; -5,79845; 
0,63; -0,804293; -1,057; 98,1227; -5,88751; 
0,64; -0,814813; -1,0468; 98,0634; -5,97637; 
0,65; -0,825229; -1,03646; 98,0032; -6,06502; 
0,66; -0,835541; -1,02598; 97,9421; -6,15345; 
0,67; -0,845748; -1,01535; 97,8801; -6,24168; 
0,68; -0,855848; -1,00458; 97,8173; -6,32968; 
0,69; -0,865839; -0,993667; 97,7535; -6,41747; 
0,7; -0,875721; -0,98261; 97,6889; -6,50504; 
0,71; -0,885491; -0,971411; 97,6234; -6,59239; 
0,72; -0,895149; -0,960071; 97,5571; -6,67951; 
0,73; -0,904692; -0,948589; 97,4898; -6,7664; 
0,74; -0,91412; -0,936966; 97,4217; -6,85306; 
0,75; -0,923431; -0,925202; 97,3528; -6,93949; 
0,76; -0,932623; -0,913298; 97,2829; -7,02568; 
0,77; -0,941696; -0,901254; 97,2123; -7,11164; 
0,78; -0,950648; -0,889071; 97,1407; -7,19736; 
0,79; -0,959477; -0,876748; 97,0683; -7,28284; 
0,8; -0,968183; -0,864287; 96,9951; -7,36807; 
0,81; -0,976763; -0,851688; 96,921; -7,45306; 
0,82; -0,985216; -0,83895; 96,846; -7,5378; 
0,83; -0,993541; -0,826076; 96,7702; -7,62229; 
0,84; -1,00174; -0,813064; 96,6936; -7,70653; 
0,85; -1,0098; -0,799915; 96,6161; -7,79052; 
0,86; -1,01773; -0,78663; 96,5377; -7,87425; 
0,87; -1,02553; -0,773209; 96,4586; -7,95772; 
0,88; -1,0332; -0,759652; 96,3786; -8,04094; 
0,89; -1,04073; -0,745961; 96,2978; -8,12389; 
0,9; -1,04812; -0,732135; 96,2161; -8,20658; 
0,91; -1,05537; -0,718174; 96,1336; -8,28901; 
0,92; -1,06248; -0,70408; 96,0503; -8,37117; 
0,93; -1,06945; -0,689852; 95,9662; -8,45306; 
0,94; -1,07628; -0,675491; 95,8813; -8,53468; 
0,95; -1,08296; -0,660997; 95,7955; -8,61603; 
0,96; -1,0895; -0,646371; 95,709; -8,69711; 
0,97; -1,09589; -0,631613; 95,6216; -8,77791; 
0,98; -1,10213; -0,616724; 95,5334; -8,85844; 
0,99; -1,10822; -0,601704; 95,4444; -8,93868; 
1; -1,11416; -0,586553; 95,3546; -9,01865; 
1,01; -1,11995; -0,571271; 95,264; -9,09834; 
1,02; -1,12559; -0,55586; 95,1727; -9,17775; 
1,03; -1,13107; -0,54032; 95,0805; -9,25688; 
1,04; -1,13639; -0,52465; 94,9875; -9,33572; 
1,05; -1,14156; -0,508852; 94,8938; -9,41427; 
1,06; -1,14657; -0,492925; 94,7992; -9,49254; 
1,07; -1,15142; -0,476871; 94,7039; -9,57052; 
1,08; -1,15611; -0,46069; 94,6078; -9,6482; 
1,09; -1,16063; -0,444381; 94,511; -9,7256; 
1,1; -1,16499; -0,427946; 94,4133; -9,80271; 
1,11; -1,16919; -0,411384; 94,3149; -9,87952; 
1,12; -1,17322; -0,394697; 94,2157; -9,95604; 
1,13; -1,17708; -0,377884; 94,1158; -10,0323; 
1,14; -1,18078; -0,360946; 94,0151; -10,1082; 
1,15; -1,1843; -0,343884; 93,9136; -10,1838; 
1,16; -1,18766; -0,326697; 93,8114; -10,2592; 
1,17; -1,19084; -0,309386; 93,7084; -10,3342; 
1,18; -1,19384; -0,291952; 93,6047; -10,4089; 
1,19; -1,19667; -0,274395; 93,5003; -10,4834; 
1,2; -1,19933; -0,256715; 93,3951; -10,5575; 
1,21; -1,20181; -0,238913; 93,2891; -10,6313; 
1,22; -1,20411; -0,22099; 93,1824; -10,7049; 
1,23; -1,20623; -0,202944; 93,075; -10,7781; 
1,24; -1,20817; -0,184778; 92,9669; -10,851; 
1,25; -1,20992; -0,16649; 92,858; -10,9236; 
1,26; -1,2115; -0,148083; 92,7484; -10,9959; 
1,27; -1,21288; -0,129555; 92,6381; -11,0679; 
1,28; -1,21409; -0,110908; 92,527; -11,1396; 
1,29; -1,2151; -0,092141; 92,4153; -11,211; 
1,3; -1,21593; -0,0732556; 92,3028; -11,2821; 
1,31; -1,21657; -0,0542516; 92,1896; -11,3529; 
1,32; -1,21701; -0,0351296; 92,0758; -11,4233; 
1,33; -1,21727; -0,0158897; 91,9612; -11,4935; 
1,34; -1,21733; 0,00346749; 91,8459; -11,5633; 
1,35; -1,2172; 0,0229417; 91,7299; -11,6329; 
1,36; -1,21687; 0,0425322; 91,6132; -11,7021; 
1,37; -1,21635; 0,0622383; 91,4959; -11,771; 
1,38; -1,21563; 0,0820593; 91,3778; -11,8396; 
1,39; -1,21471; 0,101995; 91,2591; -11,9079; 
1,4; -1,21359; 0,122043; 91,1397; -11,9759; 
1,41; -1,21227; 0,142205; 91,0196; -12,0435; 
1,42; -1,21074; 0,162479; 90,8988; -12,1109; 
1,43; -1,20902; 0,182864; 90,7774; -12,178; 
1,44; -1,20708; 0,20336; 90,6552; -12,2447; 
1,45; -1,20495; 0,223966; 90,5325; -12,3111; 
1,46; -1,2026; 0,244681; 90,409; -12,3772; 
1,47; -1,20005; 0,265505; 90,2849; -12,443; 
1,48; -1,19729; 0,286437; 90,1602; -12,5085; 
1,49; -1,19432; 0,307476; 90,0347; -12,5737; 
1,5; -1,19114; 0,328621; 89,9087; -12,6385; 
1,51; -1,18775; 0,349872; 89,782; -12,7031; 
1,52; -1,18415; 0,371228; 89,6546; -12,7673; 
1,53; -1,18033; 0,392688; 89,5266; -12,8313; 
1,54; -1,17629; 0,414252; 89,398; -12,8949; 
1,55; -1,17204; 0,435918; 89,2687; -12,9582; 
